Name,Age,Height,Market Value,img_url,Position,Team,Total played,Started,Minutes per game,Goals conceded per game,Saves per game,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Assists,Key passes per game,Accurate per game,Acc. long balls,Acc. crosses,Clean sheets,Interceptions per game,Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Succ. dribbles,Total duels won,Aerial duels won,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-red,Red
Wahyudi Hamisi,26,"1,66 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/wahyudi_original_17916.png?1690778287,CMF,PSS Sleman,28,28,88,,,2,1237 min,0.07,1.1,0.1,1,0.3,23.3 (80%),3.0 (58%),0.1 (33%),,4.4,8.8,3.3,1.2,20,0.6 (94%),6.4 (39%),1.0 (46%),2.1,1.4,0.07,,8,1,1
Irkham Mila,26,"1,68 m","Rp1,30B",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKuljoNjL33tFhKqECoK3GFClqW1qqAR4MTw&s,LW,PSS Sleman,13,4,33,,,1,427 min,0.08,0.9,0.5,0,0.5,5.1 (75%),0.3 (80%),0.5 (38%),,0.4,0.8,0.5,0.08,0,0.4 (50%),2.0 (35%),0.4 (33%),0.5,0.5,0.4,,0,0,0
Rezin Diop Wamu,22,"1,59 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE23306857_original_61718.png?1711004509,CMF,PSS Sleman,1,0,11,,,0,0 min,0,0,0,0,0,4.0 (0%),0 (0%),0.0 (0%),,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,,0,0,0
Abdul Lestaluhu,30,"1,71 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhammad-abduh-lestaluhu-230628-1687902400_original_23520.JPG?1698318442,LB,PSS Sleman,26,25,90,,,0,0 min,0,0.1,0,2,1.3,25.8 (74%),2.1 (49%),1.4 (38%),,3.2,7.2,2.8,2,15,1.2 (63%),5.2 (33%),1.0 (46%),0.9,0.7,0.1,,6,0,0
Kevin Gomes,27,"1,85 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-kevin-gomes-de-oliveira-230628-1687902259_original_24704.JPG?1698318362,CB,PSS Sleman,9,5,71,,,1,640 min,0.1,0.3,0.2,0,0.2,20.0 (81%),2.3 (54%),0.2 (50%),,2.3,6.4,2.6,1.7,8,0.1 (100%),4.0 (33%),0.9 (44%),1,0.3,0,,3,0,0
I Nyoman Ansanay,23,"1,74 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-i-nyoman-nikson-ansanay-230628-1687902298_original_24689.JPG?1698318172,RB,PSS Sleman,11,8,61,,,0,0 min,0,0.09,0,0,0,12.2 (75%),1.1 (44%),0.5 (60%),,2.6,5.6,2.6,1.1,4,0.2 (29%),4.0 (35%),0.7 (47%),1.1,0.5,0,,1,0,0
Anthony Pinthus,26,"1,82 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/pinthus_original_58811.png?1690778884,GK,PSS Sleman,25,25,90,1.4,3.2 (69%),0,0 min,0,0,0,0,0,12.4 (86%),3.3 (66%),0.0 (0%),4,1.9,4.4,0.1,0.8,3,0.0 (0%),0.8 (72%),0.8 (79%),0.04,0.1,0,8.9,1,0,0
Jonathan Bustos,30,"1,74 m","Rp6,08B",https://pssleman.id/wp-content/uploads/2023/07/JONATHAN-BUSTOS.jpg,AMF,PSS Sleman,29,27,90,,,6,437 min,0.2,1.9,0.5,6,2.1,29.6 (84%),1.9 (52%),0.8 (46%),,1.8,4.4,1.1,0.07,4,2.7 (76%),9.2 (49%),0.4 (39%),1.3,2.8,0.1,,8,1,1
Jihad Ayoub,29,"1,87 m","Rp5,65B",https://pssleman.id/wp-content/uploads/2022/07/JIHAD-AYOUB-1.jpg,DMF,PSS Sleman,23,22,90,,,5,415 min,0.2,1.6,0.3,3,0.3,25.4 (80%),3.8 (59%),0.1 (16%),,4.1,8.2,1.9,2.2,13,0.8 (88%),6.7 (43%),2.5 (57%),2,1.7,0.2,,12,1,1
Thales,31,"1,86 m","Rp5,21B",https://pssleman.id/wp-content/uploads/2023/07/THALES-LIRA.jpg,CB,PSS Sleman,30,29,90,,,3,903 min,0.1,0.6,0.2,0,0.03,23.8 (82%),3.3 (52%),0.1 (50%),,4.8,9.6,1.5,3.7,21,0.1 (80%),6.6 (51%),3.2 (73%),1.7,0.9,0.03,,8,1,1
Kei Sano,32,"1,66 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/kei_original_60155.png?1711432590,LW,PSS Sleman,15,10,65,,,2,485 min,0.1,1.1,0.3,0,0.1,10.9 (70%),0.5 (50%),0.3 (21%),,2.3,3.6,1.5,0.7,5,2.3 (63%),7.6 (43%),1.5 (54%),1.1,2.1,0.1,,2,1,1
Ibrahim Sanjaya,28,"1,78 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-ibrahim-sanjaya-230628-1687904206_original_23599.JPG?1698318217,RB,PSS Sleman,23,22,90,,,0,0 min,0,0.1,0,0,0.6,27.4 (80%),2.3 (49%),0.8 (47%),,3.4,8.6,3.1,2.6,9,0.7 (74%),4.9 (31%),1.0 (44%),0.7,0.7,0,,1,0,0
Muhammad Ridwan,33,"1,80 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhammad-ridwan-230906-1693977026_original_25483.jpg?1698911362,GK,PSS Sleman,9,9,90,2,1.9 (49%),0,0 min,0,0,0,0,0,8.9 (70%),3.1 (48%),0.0 (0%),2,1.9,3.9,0.2,1.2,1,0.0 (0%),0.6 (50%),0.2 (67%),0.2,0.2,0,10.8,1,0,0
Nurdiansyah,25,"1,76 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-nur-diansyah-230628-1687907492_original_23471.jpg?1698318518,CB,PSS Sleman,15,13,84,,,0,0 min,0,0.2,0,0,0.2,31.9 (85%),2.6 (45%),0.1 (20%),,3.5,8.3,1.9,3.3,3,0.1 (50%),3.4 (35%),2.0 (55%),1.3,0.3,0,0.1,7,0,0
Bayu Setiawan,25,"1,66 m","Rp1,30B",https://pssleman.id/wp-content/uploads/2023/07/BAYU-SETYAWAN.jpg,RB,PSS Sleman,15,11,75,,,0,0 min,0,0.2,0,0,0.5,14.9 (70%),1.7 (45%),0.9 (36%),,3,6.5,2.5,1.9,7,0.6 (56%),3.7 (32%),0.5 (28%),1.3,0.9,0.07,,5,0,0
Esteban Vizcarra,38,"1,75 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-esteban-gabriel-vizcarra-230628-1687904298_original_17855.JPG?1698318088,CMF,PSS Sleman,32,24,68,,,7,310 min,0.2,1.1,0.4,0,0.3,15.8 (83%),1.3 (69%),0.4 (42%),,1.5,3.4,0.8,0.6,6,1.2 (64%),4.9 (41%),0.9 (43%),0.8,1.6,0.4,,4,0,0
Jack Brown,22,"1,75 m","Rp434,54M",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Jack_Alan_Brown.jpg/640px-Jack_Alan_Brown.jpg,RW,Persita Tangerang,9,1,36,,,1,321 min,0.1,0.4,0.3,0,0.4,4.6 (87%),0.1 (100%),0.4 (100%),,0.6,1.3,0.3,0,0,0.7 (75%),2.1 (23%),0.0 (0%),1.6,1.1,0,,0,0,0
Rifky Dwi Septiawan,22,"1,72 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE2013988037_original_27973.png?1691998622,CMF,Persita Tangerang,25,20,68,,,4,425 min,0.2,1.5,0.4,0,0.4,20.7 (85%),1.9 (63%),0.1 (18%),,1.3,3.4,1.7,0.3,5,1.2 (60%),3.8 (30%),0.1 (18%),2.3,0.9,0,,10,0,0
Shin-yeong Bae,32,"1,80 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21258286_original_29413.png?1691998673,DMF,Persita Tangerang,26,25,90,,,0,0 min,0,0.8,0.2,1,0.7,34.8 (86%),3.5 (63%),0.1 (30%),,3.7,6.3,1.7,0.7,16,0.7 (76%),4.1 (36%),0.3 (38%),1.3,1.8,0.04,,6,0,0
Irsyad Maulana,30,"1,77 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-irsyad-maulana-230623-1687485754_original_24825.jpg?1698315676,LW,Persita Tangerang,25,17,57,,,2,712 min,0.08,0.9,0.2,1,0.7,16.2 (78%),1.4 (57%),0.4 (35%),,1.2,2.2,1.1,0.3,4,1.0 (77%),3.0 (35%),0.3 (33%),1,0.8,0.4,,4,0,0
Anbrizal Umanailo,28,"1,66 m","Rp1,74B",https://cdn.rri.co.id/berita/17/1672739448-IMG-20230103-WA0007.jpg,RW,Persita Tangerang,17,7,43,,,0,0 min,0,0.5,0.06,0,0.2,4.6 (69%),0.2 (50%),0.3 (24%),,1.1,2,0.6,0.5,3,0.9 (58%),3.2 (34%),0.1 (13%),0.9,1.4,0.3,,6,0,0
Fahreza Sudin,23,"1,68 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1918481445_original_37893.png?1691998993,CMF,Persita Tangerang,31,14,54,,,2,831 min,0.06,0.6,0.2,0,0.3,16.4 (82%),0.6 (41%),0.1 (20%),,1.6,4.1,1.7,0.3,6,0.8 (67%),4.1 (33%),0.6 (46%),1.5,0.9,0,,4,0,0
Esal Sahrul Muhrom,22,"1,75 m","Rp1,74B",https://asset-2.tstatic.net/pontianak/foto/bank/images/Esal-Sahrul-Muhrom-Bawa-Persita-Paksa-Persija-Jakarta-Rasakan-Kekalahan-Pertama-di-Hasil-Liga-1-2023.jpg,RW,Persita Tangerang,22,10,46,,,6,168 min,0.3,1.3,0.6,2,0.4,7.8 (62%),0.3 (32%),0.4 (25%),,2,2.9,1.1,0.5,6,0.9 (58%),2.9 (34%),0.7 (54%),0.7,0.5,0.4,,5,0,0
Ahmad Fahd Alchoir,20,"1,70 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21180007_original_60095.png?1691997573,DMF,Persita Tangerang,10,4,37,,,0,0 min,0,0.2,0,0,0,11.9 (80%),1.2 (55%),0.0 (0%),,1.8,4,1.4,0.8,4,0.7 (100%),3.0 (47%),0.9 (75%),0.8,0.2,0,,2,0,0
Arif Setiawan,28,"1,73 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-arif-setiawan-231105-1699138423_original_23596.jpg?1699513380,LB,Persita Tangerang,2,1,46,,,0,0 min,0,0,0,0,1,10.5 (72%),1.0 (50%),0.5 (20%),,2.5,1.5,2.5,1,0,0.5 (100%),1.5 (23%),0.0 (0%),0.5,0.5,0,,0,0,0
Andrean Rindorindo,20,"1,78 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21153348_original_60098.png?1691998096,CB,Persita Tangerang,12,6,56,,,0,0 min,0,0.2,0,0,0.2,18.7 (87%),1.3 (44%),0.0 (0%),,2.9,4.6,1.3,0.8,3,0.2 (67%),1.3 (28%),0.2 (20%),0.3,0.2,0,,0,0,0
Muhammad Badrian Ilham,22,"1,68 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21092583_original_61710.png?1691998860,CMF,Persita Tangerang,10,7,63,,,0,0 min,0,0.2,0,0,0.4,17.3 (82%),1.0 (53%),0.0 (0%),,2.1,5.4,1.4,0.2,4,0.3 (75%),2.9 (34%),0.5 (56%),1.1,0.8,0,,4,0,0
Javlon Guseynov,33,"1,85 m","Rp4,35B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1911614685_original_17909.png?1691996574,CB,Persita Tangerang,32,32,90,,,1,3079 min,0.03,0.7,0.3,1,0.1,34.3 (84%),5.0 (56%),0.0 (0%),,5.9,10.9,0.9,3.4,23,0.0 (100%),4.9 (43%),2.7 (61%),1.1,0.6,0.06,0.2,8,0,0
Fairuz Ohorella,22,"1,70 m","Rp434,54M",https://static.promediateknologi.id/crop/0x0:0x0/750x500/photo/infomase/2023/03/Screenshot_2023-03-20-15-42-40-59-01.jpeg,RB,Persita Tangerang,9,1,25,,,0,0 min,0,0.3,0.1,0,0,7.4 (82%),0.2 (67%),0.0 (0%),,1.3,2.1,0.9,0.3,0,0.7 (75%),2.0 (39%),0.2 (40%),0.3,0,0,,2,0,0
Muhammad Toha,27,"1,70 m","Rp3,48B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1618493347_original_24590.png?1691393719,RB,Persita Tangerang,33,32,90,,,0,0 min,0,0.3,0.06,1,0.4,33.8 (86%),2.2 (63%),0.5 (31%),,4.1,7.6,3.8,2.3,16,1.4 (71%),5.0 (33%),0.4 (42%),1,1.7,0.06,,5,0,0
Mario Jardel,23,"1,65 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1714586182_original_24765.png?1691998832,LB,Persita Tangerang,33,33,90,,,0,0 min,0,0.3,0.06,0,0.2,27.8 (79%),2.5 (44%),0.3 (24%),,5.8,8.4,3.5,3.4,19,0.8 (71%),4.9 (39%),1.1 (59%),0.8,1.4,0.06,,6,0,0
Charisma Fathoni,23,"1,77 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1919995139_original_37889.png?1691393299,CB,Persita Tangerang,6,3,63,,,0,0 min,0,0.2,0,0,0,19.7 (87%),1.8 (55%),0.0 (0%),,2.3,6.7,1.3,1.7,3,0.3 (67%),4.0 (45%),2.0 (71%),1,0.5,0,,2,0,0
Kurniawan Kartika Aji,28,"1,82 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6863_original_22954.png?1691057420,GK,Persita Tangerang,22,22,90,1.9,3.7 (66%),0,0 min,0,0,0,0,0,9.0 (77%),3.5 (58%),0.0 (0%),1,1.3,3.4,0.1,0.2,4,0.1 (100%),0.6 (72%),0.4 (90%),0,0.2,0,7.4,0,0,0
Rendy Oscario,25,"1,78 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1612012024_original_25433.png?1691997703,GK,Persita Tangerang,9,9,90,2,4.6 (69%),0,0 min,0,0,0,0,0,7.6 (76%),1.7 (43%),0.0 (0%),2,1.4,3.2,0.4,0.7,1,0.0 (0%),0.2 (33%),0.2 (100%),0,0,0,7.2,0,0,0
Christian Rontini,25,"1,85 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE23220915_original_33253.png?1691393227,CB,Persita Tangerang,29,27,90,,,3,868 min,0.1,0.3,0.2,0,0.03,28.6 (86%),3.0 (56%),0.1 (50%),,5.7,11.1,1.9,3.1,27,0.0 (0%),5.7 (41%),2.8 (56%),1,0.7,0.07,,5,0,0
Ramiro Fergonzi,35,"1,79 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1916589355_%281%29_original_34610.png?1691996684,CF,Persita Tangerang,32,31,90,,,12,249 min,0.4,2.2,0.8,4,1.3,16.4 (72%),0.8 (58%),0.8 (36%),,1.9,2.8,0.8,0.6,2,1.6 (68%),7.5 (32%),1.7 (35%),1.8,2.3,0.3,,6,0,0
Hanis Saghara Putra,25,"1,72 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1815498657_original_17898.png?1691653879,CF,Persita Tangerang,13,4,38,,,1,491 min,0.08,0.8,0.2,0,0.4,9.3 (80%),0.6 (67%),0.2 (33%),,0.8,1.7,0.5,0,1,1.0 (68%),2.5 (40%),0.1 (10%),0.5,0.5,0,,1,0,0
Cakra Yudha,29,"1,85 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/CAKRA_YUDHAwebp_original_25522.webp?1673590728,DMF,Persita Tangerang,6,4,48,,,0,0 min,0,0.2,0,0,0.3,15.5 (85%),1.7 (59%),0.0 (0%),,1.5,2.8,1,0.7,6,0.2 (25%),1.2 (23%),0.5 (50%),0.7,0,0,,1,0,0
Ezequiel Vidal,28,"1,68 m","Rp4,78B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE22306490_original_38244.png?1691393657,AMF,Persita Tangerang,30,29,90,,,7,401 min,0.2,3.5,1.3,6,1.9,20.8 (68%),2.9 (50%),1.0 (31%),,2,3.7,1.1,0.3,6,2.9 (78%),6.9 (40%),0.6 (29%),1.7,1,0.3,,8,0,0
Mohcine Hassan,29,"1,83 m","Rp1,30B",https://www.footballdatabase.eu/images/photos/players/a_276/276713.jpg,CF,Persita Tangerang,12,8,59,,,2,356 min,0.2,0.9,0.3,1,0.3,7.3 (70%),0 (0%),0.1 (14%),,1.3,1.6,0.9,0.5,4,1.2 (52%),5.6 (34%),1.1 (35%),1.3,1.5,0.08,,1,0,0
Heri Susanto,30,"1,70 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE6663_original_23455.png?1691999164,RW,Persita Tangerang,13,5,40,,,0,0 min,0,0.5,0.2,0,0.2,7.1 (71%),0.1 (33%),0.2 (23%),,0.2,1,0.6,0.4,1,1.4 (75%),3.3 (38%),0.3 (25%),0.8,0.9,0.08,,0,0,0
Sirvi Arvani,32,"1,67 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE4895_original_24602.png?1691998169,CF,Persita Tangerang,5,1,29,,,0,0 min,0,0.4,0.2,0,0,3.0 (83%),0 (0%),0.0 (0%),,0.4,0.6,0,0.2,0,0.0 (0%),1.0 (24%),0.2 (25%),0,0.4,0.4,,0,0,0
Aditya Harlan,37,"1,77 m","Rp434,54M",https://www.footballdatabase.eu/images/photos/players/a_224/224942.jpg,GK,Persita Tangerang,11,11,90,1.6,2.5 (61%),0,0 min,0,0,0,0,0,7.2 (83%),2.2 (60%),0.0 (0%),3,1.5,3.8,0.3,0.9,3,0.0 (0%),0.6 (58%),0.5 (83%),0,0.2,0,7,1,0,0
Abu Rizal Maulana,29,"1,65 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1719594116_original_22330.png?1691997794,RB,Persita Tangerang,1,0,36,,,0,0 min,0,1,0,0,0,5.0 (0%),0 (0%),0.0 (0%),,3,3,1,2,0,1.0 (100%),5.0 (33%),0.0 (0%),3,0,0,,0,0,0
Rendy Juliansyah,22,"1,81 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE21257731_original_28599.png?1690863578,AMF,Persita Tangerang,6,0,18,,,0,0 min,0,0,0,0,0.5,3.0 (90%),0.2 (100%),0.3 (100%),,0.2,0.7,0.2,0,1,0.2 (100%),1.0 (43%),0.2 (20%),0.2,0.5,0,,0,0,0
Dany Saputra,33,"1,74 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Dany_Saputra_original_23595.jpeg?1670229540,LB,Persita Tangerang,2,1,51,,,0,0 min,0,0,0,0,0,13.5 (82%),0.5 (25%),0.0 (0%),,4,4.5,2.5,1,0,0.0 (0%),1.5 (23%),0.0 (0%),0.5,0.5,0,,0,0,0
Dedik Setiawan,30,"1,77 m","Rp3,04B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Dedik_original_22995.png?1670220140,CF,Arema FC,31,26,81,,,9,280 min,0.3,1.9,0.9,1,1.1,16.9 (77%),0.7 (60%),0.6 (37%),,1,2.5,1.2,0.2,5,1.2 (61%),4.8 (32%),0.4 (24%),1.4,2.4,0.3,,5,0,0
Muhammad Rafli,25,"1,80 m","Rp1,74B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Rafli_original_22993.png?1670220239,AMF,Arema FC,24,12,37,,,0,0 min,0,0.7,0.2,2,0.3,10.8 (78%),0.5 (43%),0.3 (46%),,1.2,2.1,0.3,0.4,6,0.5 (79%),2.7 (39%),0.7 (52%),0.5,0.5,0,,2,0,0
Charles Lokolingoy,27,"1,88 m","Rp3,91B",https://img.a.transfermarkt.technology/portrait/big/467017-1702637120.png?lm=1,CF,Arema FC,27,19,75,,,8,252 min,0.3,2,0.8,2,0.6,10.9 (76%),0.4 (57%),0.5 (26%),,1.2,1.8,0.4,0.7,9,2.9 (79%),7.0 (43%),1.4 (46%),1.4,1.7,0.5,,1,0,0
Greg Nwokolo,38,"1,75 m","Rp173,82M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-greg-nwokolo-230720-1689835081_original_22366.jpg?1698304567,LW,Arema FC,10,0,15,,,0,0 min,0,0.5,0.3,1,0.3,2.5 (89%),0.1 (50%),0.2 (100%),,0.4,0.3,0.1,0.2,0,0.2 (33%),1.1 (24%),0.2 (33%),0.4,0.2,0,,0,0,0
Flabio Soares,25,"1,62 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-flabiola-soares-230629-1688006621_original_55401.jpg?1698304478,RW,Arema FC,14,0,24,,,0,0 min,0,0.5,0.2,0,0.2,5.5 (85%),0.1 (50%),0.3 (40%),,0.5,1.3,0.9,0.1,1,1.1 (84%),2.9 (47%),0.1 (67%),0.7,0.4,0,,2,0,0
Samsudin,27,"1,67 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE1619997278_original_26216.png?1711182276,RW,Arema FC,5,2,52,,,0,0 min,0,0.4,0.2,0,0.2,10.2 (76%),0 (0%),0.0 (0%),,0.6,2.8,1,0.2,0,0.8 (67%),4.0 (40%),0.0 (0%),1,1.6,0,,0,0,0
Arkhan Fikri,19,"1,65 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Arkhan_original_35630.png?1670220118,CMF,Arema FC,25,11,56,,,0,0 min,0,0.7,0.08,1,0.7,20.2 (84%),1.0 (56%),0.1 (11%),,1.6,3.4,1.2,0.4,7,1.5 (82%),4.6 (45%),0.2 (40%),0.6,2,0.04,,2,0,0
Ariel Lucero,25,"1,70 m","Rp3,48B",https://img.a.transfermarkt.technology/portrait/big/715795-1702636857.png?lm=1,AMF,Arema FC,26,22,80,,,0,0 min,0,1.6,0.6,4,1.5,30.3 (81%),2.1 (59%),0.5 (33%),,3.2,6,1.1,0.4,12,2.3 (76%),6.3 (46%),0.2 (27%),0.9,1.3,0.08,,4,1,1
Julian Guevara Munoz,32,"1,93 m","Rp3,48B",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdhnZuwShC88F-lj4A9iRum2KoE2x5Qt48PQ&s,DMF,Arema FC,13,13,90,,,3,410 min,0.2,2,0.8,0,0.3,37.0 (84%),3.1 (55%),0.2 (50%),,3.8,6.9,2.5,1.5,12,0.8 (79%),4.6 (39%),1.6 (62%),1.2,0.5,0.2,,4,0,0
Dendi Santoso,34,"1,72 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/dendi_Santos_original_23000.png?1670220148,RW,Arema FC,31,26,72,,,0,0 min,0,0.5,0.1,2,0.6,19.0 (76%),0.7 (36%),0.3 (33%),,2.4,3.4,1.5,0.6,11,1.2 (78%),4.2 (37%),0.4 (33%),0.6,0.9,0.1,,2,0,0
Jayus Hariono,27,"1,74 m","Rp2,61B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Jayus_Casemiro_original_22986.png?1670220221,CMF,Arema FC,27,24,83,,,0,0 min,0,0.2,0.07,2,0.6,31.2 (86%),1.6 (56%),0.0 (0%),,3.7,7.3,2.9,1.3,17,0.4 (59%),4.2 (30%),0.7 (44%),2.1,1,0.07,,13,1,1
Samuel Balinsa,30,"1,79 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-samuel-gideon-balinsa-230629-1688007744_original_29455.jpg?1698304970,CMF,Arema FC,15,5,43,,,0,0 min,0,0.2,0,0,0.4,12.9 (84%),0.3 (42%),0.1 (40%),,2.3,4.1,1.3,0.3,5,0.7 (73%),3.6 (42%),0.3 (40%),0.7,1.2,0,,0,0,0
Johan Ahmad Farisi,34,"1,73 m","Rp173,82M",https://img.a.transfermarkt.technology/portrait/big/185419-1702637776.png?lm=1,LB,Arema FC,16,16,83,,,1,1327 min,0.06,0.2,0.1,1,0.5,29.6 (83%),2.6 (55%),0.5 (33%),,3.8,7.3,1.9,1.6,9,0.3 (57%),3.4 (37%),0.9 (56%),0.4,0.9,0.2,,2,0,0
Achmad Syarif,21,"1,82 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-achmad-maulana-syarif-230630-1688116396_original_22203.jpg?1698304059,RB,Arema FC,27,23,82,,,0,0 min,0,0.3,0.04,0,0.3,30.8 (84%),1.6 (49%),0.5 (35%),,5,7.7,3.3,3.5,24,2.1 (80%),6.6 (42%),1.4 (60%),0.9,1.3,0,,4,0,0
Achmad Ramadani,22,"1,85 m","Rp1,30B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/Achmad_Figo_original_27874.png?1670220061,RB,Arema FC,12,5,55,,,0,0 min,0,0.2,0,0,0.08,16.9 (80%),0.9 (42%),0.3 (30%),,3.8,4.9,3.3,2.9,1,0.5 (60%),3.4 (32%),0.3 (23%),1.2,0.9,0,,4,0,0
Muhammad Rifad Marasabessy,25,"1,68 m","Rp2,17B",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-muhammad-rifad-marasabessy-230629-1688007356_original_24663.jpg?1698304846,RB,Arema FC,15,7,53,,,0,0 min,0,0,0,0,0.3,19.7 (84%),1.3 (54%),0.3 (36%),,1.6,3.8,2.3,0.8,6,0.7 (73%),2.5 (26%),0.2 (50%),0.7,0.2,0.07,,2,0,0
Syaiful Anwar,29,"1,84 m","Rp1,30B",https://upload.wikimedia.org/wikipedia/commons/8/83/PE1715800171.png,CB,Arema FC,19,16,74,,,0,0 min,0,0,0,0,0.1,21.6 (87%),1.6 (47%),0.0 (0%),,4.2,5.6,1.3,2.7,9,0.1 (100%),2.7 (38%),1.3 (49%),0.6,0.5,0,,3,0,0
Bayu Aji,24,"1,78 m","Rp434,54M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/foto-bayu-aji-230629-1688007910_original_59094.jpg?1698304167,RB,Arema FC,9,2,33,,,0,0 min,0,0.1,0,0,0.2,9.8 (81%),0.3 (38%),0.2 (29%),,0.9,3.3,0.8,0.6,3,0.2 (100%),2.2 (47%),0.6 (63%),0.3,0.3,0,,0,0,0
Hamdi Sula,26,"1,75 m","Rp869,08M",https://lapangbola-rails-files.s3.ap-southeast-1.amazonaws.com/documents/players/PE201662842_original_25379.png?1710996864,RB,Arema FC,7,5,71,,,0,0 min,0,0.3,0,0,0.1,15.9 (73%),1.1 (47%),0.7 (31%),,3.6,5.4,3.6,2.3,2,0.6 (57%),3.7 (26%),0.4 (43%),1.6,0.7,0.6,,1,0,0
